method,full,pooled
ae_anatomy_48,0.42452082733314617,0.3413691680043569
ae_filterbank_48,0.31513961790787987,0.3212819923090707
ae_masked_48,0.4354759558571508,0.36139927308519804
ae_waveamp_48,0.38582611217499185,0.3349791123069782
group_pca_pooled_48,0.5077695302972536,0.3317269412984235
group_pca_weighted_48,0.435489672981179,0.30243270221256824
group_wave+amp1_pooled,0.4346254798845054,0.2987991148405563
