method,waveform_raw,rms_raw,psd_raw,waveform_dynamic,rms_dynamic,psd_dynamic
ae_anatomy_48,0.9646687339991331,0.798070065677166,0.7859000414609909,0.970611821860075,0.8797669969499111,0.8300574645400047
ae_filterbank_48,0.9861647225916386,0.05522301793098445,0.6546691507101059,0.9873495008796453,0.7103297710418701,0.7928322479128838
ae_masked_48,0.960752671584487,0.7686171233654022,0.760115273296833,0.9652880486100912,0.8639024496078491,0.819303572177887
ae_waveamp_48,1.0,0.7009903490543365,0.6769460290670395,1.0,0.8297753781080246,0.752973236143589
group_pca_pooled_48,0.00012525606459444998,0.6041654392876469,0.6410088610637715,0.00032227134456345,0.8843846588845401,0.7215314915233729
